customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,ratio_atraso_entrega,custo_por_item,intensidade_problema,entrega_no_prazo,score_logistica,cliente_longa_data,pct_desconto
24,1,539.02,6,16.34,1,14,2,44.91,1,1,9,4,0.13333333333333333,97.32166666666666,45,0,-5,0,3.0258138587459724
32,90,357.3,3,3.7,10,9,4,42.53,1,0,3,3,0.4,133.27666666666667,0,0,-9,1,1.0326542003907342
26,114,289.45,3,7.09,5,6,2,35.55,3,1,3,4,0.2857142857142857,108.33333333333333,15,0,-7,1,2.44103976588053
47,106,680.72,5,21.68,7,4,2,43.0,1,2,3,4,0.4,144.744,30,0,-5,1,3.1801912808777795
61,84,83.92,4,14.2,8,4,4,40.02,2,1,11,5,0.8,30.985,66,0,-10,1,16.721620348563352
68,88,134.8,3,19.03,3,6,1,51.21,1,0,3,1,0.14285714285714285,62.00333333333334,0,0,-3,1,14.013254786450663
34,18,256.38,4,22.47,6,10,2,3.55,1,2,10,4,0.18181818181818182,64.9825,100,0,-5,0,8.730282073199161
55,4,714.48,4,29.19,1,7,1,70.64,2,1,0,3,0.125,196.28,0,0,-4,0,4.079778610163806
58,107,426.27,5,2.55,7,11,3,54.33,3,4,10,8,0.25,96.11999999999999,360,0,-9,1,0.5968123200786388
56,111,421.79,5,23.64,3,3,1,26.52,3,1,6,4,0.25,89.662,30,0,-5,1,5.591428368693677
65,82,534.72,3,7.53,5,5,1,54.62,2,1,7,2,0.16666666666666666,196.4466666666667,21,0,-4,1,1.4055850070932576
38,47,446.76,4,11.34,5,11,3,58.5,2,3,1,8,0.25,126.315,27,0,-8,0,2.5326067536180097
20,118,96.7,6,51.72,4,6,2,32.6,3,3,4,7,0.2857142857142857,21.55,96,0,-7,1,52.937563971340836
54,109,694.73,2,6.08,10,9,4,40.84,3,3,8,7,0.4,367.785,192,0,-11,1,0.8739022321877741
34,66,407.43,3,3.62,4,2,2,46.36,1,5,9,7,0.6666666666666666,151.26333333333335,360,0,-5,1,0.8863207893641506
34,95,172.0,4,14.71,10,2,4,24.84,2,2,4,4,1.3333333333333333,49.21,40,0,-10,1,8.502890173410405
28,82,289.1,1,36.66,6,6,2,37.6,2,1,2,3,0.2857142857142857,326.70000000000005,8,0,-6,1,12.63702171664943
27,17,194.67,6,10.81,3,9,1,19.84,2,0,8,4,0.1,35.751666666666665,0,0,-4,0,5.524607757959831
18,50,309.37,2,40.6,10,8,1,52.17,3,3,2,4,0.1111111111111111,180.77,30,0,-5,0,13.081161194703098
27,62,1103.63,6,0.88,10,7,2,59.33,1,2,8,4,0.25,193.82666666666668,80,0,-5,1,0.07966468410236911
42,27,675.26,6,28.5,2,7,1,24.72,3,1,2,4,0.125,116.66333333333334,10,0,-5,0,4.21435542542809
33,30,282.37,3,19.22,8,11,1,45.1,1,3,7,7,0.08333333333333333,109.15666666666668,168,0,-3,0,6.782651656844408
55,12,92.68,6,40.41,9,13,3,27.73,1,2,1,6,0.21428571428571427,20.068333333333335,14,0,-7,0,43.136208368915455
49,53,1009.83,3,8.92,5,4,2,55.15,3,0,7,1,0.4,354.99333333333334,0,0,-7,0,0.8824431407852952
69,73,483.66,2,20.82,10,3,3,39.08,3,1,7,5,0.75,261.37,42,0,-9,1,4.29579499030248
42,48,1169.02,5,0.13,1,13,3,54.99,1,2,10,4,0.21428571428571427,244.802,100,0,-7,0,0.011110921180834517
30,13,572.35,2,34.02,9,7,4,26.96,2,1,7,3,0.5,299.65500000000003,28,0,-10,0,5.933548443359205
60,108,147.51,3,15.49,2,11,4,55.97,2,1,3,4,0.3333333333333333,67.82666666666667,15,0,-10,1,10.43027405561915
33,58,274.14,5,12.82,4,14,2,40.75,1,0,2,3,0.13333333333333333,62.977999999999994,0,0,-5,0,4.659446100167188
67,6,752.2,2,86.4,5,13,4,37.27,1,2,1,4,0.2857142857142857,394.735,10,0,-9,0,11.471056824216676
58,86,1276.13,4,87.36,8,3,3,21.05,2,5,10,8,0.75,324.295,450,0,-8,1,6.840337318832068
37,61,141.37,5,48.13,11,11,0,30.74,2,0,2,0,0.0,34.422000000000004,0,1,3,1,33.80627941279764
45,65,378.77,6,50.4,2,9,4,24.48,2,1,10,5,0.4,67.20833333333333,60,0,-10,1,13.271190457382101
25,22,549.08,1,27.15,7,13,1,13.41,2,3,9,5,0.07142857142857142,562.49,162,0,-4,0,4.935645724258289
48,113,592.69,4,38.79,9,4,0,37.25,2,1,2,3,0.0,157.485,8,1,3,1,6.533712880459499
45,60,269.19,6,75.68,6,13,2,25.43,3,2,6,6,0.14285714285714285,49.10333333333333,84,0,-7,0,28.00991894592694
46,75,319.81,4,23.55,2,5,3,37.66,1,2,2,4,0.5,89.3675,20,0,-7,1,7.340793616159097
59,59,191.56,1,2.93,3,9,3,40.13,2,2,9,8,0.3,231.69,162,0,-8,0,1.5216036560033237
51,117,274.65,3,15.97,1,6,3,39.41,1,0,5,3,0.42857142857142855,104.68666666666665,0,0,-7,1,5.793578813713043
54,65,600.72,3,11.79,11,11,1,48.42,1,4,9,6,0.08333333333333333,216.38,252,0,-3,1,1.9593831017749117
59,9,126.96,5,9.42,5,2,2,36.17,2,1,4,6,0.6666666666666666,32.626,28,0,-6,0,7.361675523601126
37,41,58.54,4,18.08,9,14,3,59.89,2,1,11,3,0.2,29.6075,44,0,-8,0,30.36614040980853
22,84,617.18,1,4.37,5,6,4,31.01,3,0,9,3,0.5714285714285714,648.1899999999999,0,0,-11,1,0.7069138438642467
44,113,537.11,2,7.91,8,12,2,48.0,3,0,4,1,0.15384615384615385,292.555,0,0,-7,1,1.469959673672669
54,50,402.0,5,2.08,1,12,1,22.27,1,2,10,5,0.07692307692307693,84.854,120,0,-3,0,0.5161290322580645
54,77,247.08,6,6.83,3,12,3,50.98,1,0,9,2,0.23076923076923078,49.67666666666667,0,0,-7,1,2.7531441470493387
48,74,315.47,5,11.57,6,5,4,15.39,1,2,3,8,0.6666666666666666,66.172,54,0,-9,1,3.655954750845262
50,108,45.74,6,22.62,8,9,0,34.54,2,0,3,1,0.0,13.38,0,1,3,1,48.39537869062901
65,113,283.62,6,133.64,8,4,1,28.63,1,2,11,5,0.2,52.041666666666664,132,0,-3,1,46.953833181083546
49,8,350.65,4,29.65,9,14,1,42.95,3,4,8,6,0.06666666666666667,98.39999999999999,224,0,-5,0,8.431679226503626
34,114,782.53,1,39.61,10,12,4,38.27,1,1,10,3,0.3076923076923077,820.8,40,0,-9,1,5.055326535040139
60,41,484.08,3,13.24,11,11,5,28.93,1,0,0,2,0.4166666666666667,171.00333333333333,0,0,-11,0,2.7294466892059046
40,88,526.18,6,19.12,2,9,2,46.66,3,1,3,3,0.2,95.47333333333331,12,0,-7,1,3.6268447209681707
65,60,761.74,3,75.54,3,11,1,47.38,2,3,9,6,0.08333333333333333,269.70666666666665,189,0,-4,0,9.90376799433621
62,117,1360.73,1,7.89,11,10,1,27.89,3,1,8,2,0.09090909090909091,1388.6200000000001,24,0,-5,1,0.5794100152012512
58,33,125.78,6,42.94,11,7,1,43.77,1,1,6,4,0.125,28.258333333333336,30,0,-3,0,33.86969553557343
54,103,238.92,4,28.67,6,9,3,40.98,3,1,11,3,0.3,69.975,44,0,-9,1,11.94981660553518
34,88,657.32,2,8.93,8,8,1,48.25,3,1,1,3,0.1111111111111111,352.785,4,0,-5,1,1.3564831692793777
65,104,235.09,3,0.25,3,10,2,40.49,2,0,8,4,0.18181818181818182,91.86,0,0,-6,1,0.10589182091575247
35,84,155.1,5,27.87,6,11,3,35.1,1,3,5,5,0.25,38.04,90,0,-7,1,17.853939782190906
31,108,544.72,4,13.02,3,12,4,40.15,3,1,0,3,0.3076923076923077,146.2175,0,0,-11,1,2.3858388917393536
33,8,400.55,6,57.85,7,14,1,28.47,3,0,1,2,0.06666666666666667,71.50333333333333,0,0,-5,0,14.40667413771635
41,46,860.86,6,41.13,5,3,1,16.81,1,0,7,2,0.25,146.27833333333334,0,0,-3,0,4.772236790197945
56,57,573.51,4,5.3,1,13,3,25.77,1,0,1,2,0.21428571428571427,149.82,0,0,-7,0,0.9225252824145793
20,95,528.58,5,64.36,8,12,1,45.03,1,0,4,2,0.07692307692307693,114.72200000000001,0,0,-3,1,12.153026926998752
30,119,453.92,6,7.3,1,5,1,8.82,3,2,1,4,0.16666666666666666,77.12333333333333,10,0,-5,1,1.6046777455376768
56,59,349.58,4,55.15,4,7,0,11.21,3,2,5,3,0.0,90.19749999999999,40,1,2,0,15.731074219864224
38,12,347.19,3,22.72,8,5,4,40.81,1,1,10,3,0.6666666666666666,129.33333333333334,40,0,-9,0,6.525173037709296
36,49,665.28,2,2.1,3,11,3,28.25,1,1,3,5,0.25,346.765,18,0,-7,0,0.315182806027496
33,63,245.88,5,19.49,5,8,0,50.74,2,2,11,3,0.0,59.324,88,1,3,1,7.8945236552171085
45,118,204.15,2,23.56,5,13,4,25.72,3,0,8,3,0.2857142857142857,114.935,0,0,-11,1,11.484279795271751
22,47,316.46,4,1.07,5,5,1,40.61,3,2,1,5,0.16666666666666666,89.2675,12,0,-5,0,0.3370503370503371
25,12,231.77,6,12.91,2,7,3,55.79,3,1,10,5,0.375,47.92666666666667,60,0,-9,0,5.546247368647162
32,19,810.51,3,22.57,9,9,1,50.4,3,2,3,8,0.1,286.96999999999997,54,0,-5,0,2.78123498170078
26,104,455.29,6,3.5,6,6,1,41.01,3,2,4,4,0.14285714285714285,82.71666666666667,40,0,-5,1,0.767056038922615
35,50,264.52,6,7.37,6,13,3,40.89,3,1,2,5,0.21428571428571427,50.901666666666664,12,0,-9,0,2.7756854474239234
37,22,190.65,1,26.6,10,2,0,29.47,2,1,5,3,0.0,220.12,20,1,3,0,13.879467779806939
53,32,163.46,4,0.72,8,12,3,47.89,3,2,10,5,0.23076923076923078,52.837500000000006,120,0,-9,0,0.4377964246625319
62,29,791.34,1,11.14,6,8,3,34.48,3,0,0,3,0.3333333333333333,825.82,0,0,-9,0,1.4059620869828608
61,77,548.28,4,6.97,8,10,4,23.73,2,0,9,5,0.36363636363636365,143.0025,0,0,-10,1,1.2689338770754444
43,88,903.68,5,0.12,11,9,3,30.17,2,3,7,7,0.3,186.76999999999998,168,0,-8,1,0.013264358668258392
19,95,58.63,2,2.52,3,2,1,35.3,2,2,1,3,0.3333333333333333,46.965,8,0,-4,1,4.226060707697467
55,93,220.2,5,10.85,10,10,2,30.35,2,1,0,3,0.18181818181818182,50.11,0,0,-6,1,4.90506329113924
23,7,129.37,3,15.75,10,13,1,27.37,3,2,9,5,0.07142857142857142,52.24666666666667,108,0,-5,0,12.08100023011429
20,62,589.07,3,66.27,6,5,1,39.73,1,3,4,7,0.16666666666666666,209.60000000000002,96,0,-3,1,11.230870913620416
38,11,114.59,2,1.45,11,12,0,38.63,2,0,4,0,0.0,76.61,0,1,3,0,1.2544337745479712
40,86,172.68,1,39.48,2,10,1,29.51,1,2,6,6,0.09090909090909091,202.19,84,0,-3,1,22.731460156609852
43,70,370.23,5,7.61,8,14,1,40.56,1,4,11,6,0.06666666666666667,82.158,308,0,-3,1,2.049942084422056
66,101,124.16,4,63.86,5,14,3,28.93,1,2,2,5,0.2,38.2725,24,0,-7,1,51.02269095557686
39,73,256.69,5,41.81,11,3,3,27.06,2,0,5,3,0.75,56.75,0,0,-8,1,16.224921417206723
37,48,240.5,2,11.92,4,3,1,61.87,2,3,8,8,0.25,151.185,216,0,-4,0,4.935817805383023
62,49,37.17,5,52.52,6,9,3,26.22,1,1,8,3,0.3,12.678,32,0,-7,0,137.59496987162694
47,15,421.96,5,119.39,1,4,1,59.63,1,0,2,2,0.2,96.318,0,0,-3,0,28.227255532438058
49,111,652.4,6,12.79,8,3,5,38.21,1,1,8,5,1.25,115.10166666666667,48,0,-11,1,1.9574533210896847
65,46,87.36,5,1.62,8,14,1,35.57,2,1,6,5,0.06666666666666667,24.586000000000002,36,0,-4,0,1.8334087822544138
19,43,97.04,4,2.59,2,12,2,43.71,2,0,2,1,0.15384615384615385,35.1875,0,0,-6,0,2.6417788657690737
65,6,348.48,3,123.3,6,14,2,46.72,3,1,7,2,0.13333333333333333,131.73333333333335,21,0,-7,0,35.280988897791
57,79,411.73,5,25.22,1,3,2,32.77,2,0,5,4,0.5,88.9,0,0,-6,1,6.110532309257867
56,110,502.7,3,28.15,4,5,2,22.31,3,2,8,7,0.3333333333333333,175.00333333333333,128,0,-7,1,5.588644034147309
55,98,1172.8,6,21.18,4,9,1,45.23,1,0,10,3,0.1,203.005,0,0,-3,1,1.8043959788720396
47,45,361.89,4,114.81,5,9,5,51.73,2,0,1,3,0.5,103.405,0,0,-12,0,31.63768635123591
49,88,273.76,5,37.31,6,9,2,32.09,3,2,8,4,0.2,61.17,80,0,-7,1,13.579123598777116
44,29,397.87,4,16.18,1,6,3,34.26,2,1,3,5,0.42857142857142855,108.0325,18,0,-8,0,4.056459498082082
29,111,247.62,5,12.71,7,8,0,31.22,2,1,1,1,0.0,55.76800000000001,2,1,3,1,5.112219451371571
63,34,351.85,4,93.53,9,8,0,26.69,3,1,10,2,0.0,94.635,30,1,2,0,26.50701431203061
40,70,519.32,5,14.47,1,9,2,15.42,3,0,6,3,0.2,106.94800000000001,0,0,-7,1,2.7809809348093477
32,43,308.77,2,6.1,7,14,3,42.5,2,0,5,4,0.2,175.635,0,0,-8,0,1.9692029570326373
52,116,148.25,5,37.57,8,3,1,29.75,2,2,1,7,0.25,35.6,16,0,-4,1,25.172529313232832
58,81,154.68,5,66.43,7,12,4,29.59,1,1,1,4,0.3076923076923077,36.854,5,0,-9,1,42.67086330935252
67,41,419.18,4,69.44,5,2,0,27.62,3,1,3,4,0.0,111.7,15,1,2,0,16.526250654481412
60,32,208.34,1,21.13,10,7,2,37.02,2,2,3,4,0.25,245.36,30,0,-6,0,10.093627591477977
20,32,424.14,3,0.42,3,2,5,26.43,3,2,0,4,1.6666666666666667,150.19,0,0,-13,0,0.09879098649856519
32,12,234.09,3,4.68,10,6,5,56.03,3,1,6,3,0.7142857142857143,96.70666666666666,24,0,-13,0,1.9907269556340126
22,46,192.35,1,49.56,9,3,1,60.51,1,1,7,2,0.25,252.85999999999999,21,0,-3,0,25.63227307990691
45,25,131.18,3,13.45,8,11,2,24.86,2,2,4,4,0.16666666666666666,52.01333333333334,40,0,-6,0,10.175518232712966
57,32,340.1,3,55.26,3,4,3,51.14,1,0,10,2,0.6,130.41333333333333,0,0,-7,0,16.200527704485488
27,16,281.76,4,33.18,11,12,2,19.95,2,3,1,6,0.15384615384615385,75.4275,21,0,-6,0,11.734333003253642
63,118,403.59,1,28.73,11,2,2,46.69,3,0,9,2,0.6666666666666666,450.28,0,0,-7,1,7.101015843199289
39,16,1296.25,2,3.05,9,5,4,49.71,1,4,3,7,0.6666666666666666,672.98,96,0,-9,0,0.23511273848525727
20,59,159.86,5,18.96,3,3,4,23.9,3,1,11,4,1.0,36.752,55,0,-11,0,11.786646773591942
67,16,727.45,2,10.69,7,10,2,34.21,2,2,7,4,0.18181818181818182,380.83000000000004,70,0,-6,0,1.467499485208319
56,94,467.89,3,26.48,2,8,3,46.27,2,0,1,3,0.3333333333333333,171.38666666666666,0,0,-8,1,5.64737998251189
55,38,90.36,6,19.93,11,14,3,35.35,2,3,5,6,0.2,20.951666666666668,105,0,-8,0,21.81479859894921
53,35,614.47,4,24.45,2,5,2,33.83,1,1,4,2,0.3333333333333333,162.07500000000002,12,0,-5,0,3.9725738053845028
61,21,247.93,3,13.55,3,4,2,46.58,1,2,4,5,0.4,98.17,48,0,-5,0,5.4432973124974895
19,61,552.92,5,22.51,3,4,1,43.12,3,4,7,6,0.2,119.208,196,0,-5,1,4.063763720392837
42,32,427.42,4,14.98,8,6,2,27.84,1,3,7,5,0.2857142857142857,113.815,126,0,-5,0,3.496568787638299
55,33,402.01,4,40.75,1,3,0,21.99,3,2,4,3,0.0,106.0,32,1,2,0,10.11141162750304
47,49,241.91,4,2.61,3,12,1,44.05,1,2,6,5,0.07692307692307693,71.49,72,0,-3,0,1.0744720266765468
23,35,542.55,3,93.08,9,11,2,29.2,3,2,0,6,0.16666666666666666,190.58333333333334,0,0,-7,0,17.124459571336583
32,55,514.86,1,12.99,7,5,1,32.46,1,2,4,5,0.16666666666666666,547.32,48,0,-3,0,2.5181250726941418
38,110,568.47,4,52.27,6,5,0,32.77,1,0,8,0,0.0,150.31,0,1,4,1,9.178710028623106
37,23,662.34,4,33.55,6,7,4,32.87,1,3,8,5,0.5,173.8025,144,0,-9,0,5.057738113184791
30,42,386.9,6,8.84,1,3,2,33.7,1,2,9,4,0.5,70.1,90,0,-5,0,2.2789378705852026
28,52,290.3,1,10.93,10,10,3,45.93,2,2,7,7,0.2727272727272727,336.23,112,0,-8,0,3.7521455544112596
21,11,469.05,1,15.06,2,4,1,55.83,1,1,0,3,0.2,524.88,0,0,-3,0,3.2039144771832784
51,118,264.11,2,32.84,8,2,1,57.2,2,0,0,3,0.3333333333333333,160.655,0,0,-4,1,12.387310927539513
31,102,140.0,4,26.97,4,3,2,34.58,1,2,1,6,0.5,43.644999999999996,14,0,-5,1,19.127659574468083
55,2,792.28,4,41.14,4,8,0,50.3,3,2,2,3,0.0,210.64499999999998,16,1,2,0,5.186062928600242
29,74,281.99,3,75.82,1,7,5,43.62,3,0,2,2,0.625,108.53666666666668,0,0,-13,1,26.79246616488215
31,113,73.61,4,29.85,3,3,3,43.21,3,1,2,3,0.75,29.205,8,0,-9,1,40.008041817450746
31,29,146.7,1,11.31,11,11,0,42.13,3,3,5,3,0.0,188.82999999999998,60,1,2,0,7.657413676371023
42,119,487.05,1,2.02,6,3,6,33.21,3,2,9,6,1.5,520.26,126,0,-15,1,0.4138920192603217
36,66,308.59,6,13.33,5,5,5,41.98,3,0,7,4,0.8333333333333334,58.428333333333335,0,0,-13,1,4.30569462837947
35,65,295.55,5,12.3,2,9,0,32.61,3,1,4,1,0.0,65.632,8,1,2,1,4.147698533131006
66,40,606.22,5,13.73,3,6,2,33.7,3,0,8,2,0.2857142857142857,127.98400000000001,0,0,-7,0,2.2611244688910115
29,110,106.3,5,3.06,7,7,3,41.63,3,4,9,6,0.375,29.586000000000002,252,0,-9,1,2.8518173345759554
20,59,447.27,1,29.75,8,8,2,21.89,1,2,1,4,0.2222222222222222,469.15999999999997,10,0,-5,0,6.636625248176323
54,37,85.19,2,8.23,1,9,4,43.76,3,0,0,3,0.4,64.475,0,0,-11,0,9.548671539621767
26,5,1002.8,4,57.79,7,7,0,42.37,3,2,2,2,0.0,261.29249999999996,12,1,2,0,5.75712293285515
46,72,287.21,3,17.12,7,12,1,32.45,1,1,3,2,0.07692307692307693,106.55333333333333,9,0,-3,1,5.940113111966969
45,108,600.7,3,92.51,5,5,3,37.42,3,2,9,7,0.5,212.70666666666668,144,0,-9,1,15.374771480804386
39,113,267.81,1,50.89,7,5,3,41.14,3,1,11,3,0.5,308.95,44,0,-9,1,18.931587366541425
18,2,436.62,4,5.01,11,10,0,21.75,2,0,7,0,0.0,114.5925,0,1,3,0,1.1448288469448378
29,118,433.61,4,17.2,11,11,6,45.03,2,0,4,4,0.5,119.66,0,0,-14,1,3.957571155748832
21,32,463.01,2,19.37,3,14,3,46.85,1,1,4,5,0.2,254.93,24,0,-7,0,4.174478998297451
41,43,586.65,4,45.95,4,11,2,33.25,3,1,2,6,0.16666666666666666,154.975,14,0,-7,0,7.8192801837828645
20,64,1308.05,6,12.29,3,9,1,34.8,2,2,3,5,0.1,223.8083333333333,36,0,-4,1,0.9388487834689279
23,6,698.12,6,4.94,8,14,4,23.75,2,0,0,3,0.26666666666666666,120.31166666666667,0,0,-10,0,0.7066025861082504
18,49,183.95,6,4.3,9,8,1,28.03,2,0,9,4,0.1111111111111111,35.33,0,0,-4,0,2.3249526899161936
34,23,413.3,5,9.08,7,4,3,31.71,2,1,5,3,0.6,89.002,20,0,-8,0,2.1916485638426257
20,9,106.28,6,9.72,4,3,6,46.73,1,1,7,5,1.5,25.501666666666665,42,0,-13,0,9.060402684563758
68,1,762.89,4,104.76,4,12,1,48.96,2,2,10,5,0.07692307692307693,202.9625,120,0,-4,0,13.714016415976124
20,23,372.78,4,5.37,3,11,3,32.85,2,2,3,6,0.25,101.4075,42,0,-8,0,1.4366739793461396
26,54,443.04,1,4.09,1,3,3,42.22,3,1,2,4,0.75,485.26,10,0,-9,0,0.9210881902531302
35,35,675.9,5,66.49,10,12,4,57.54,2,3,4,6,0.3076923076923077,146.688,84,0,-10,0,9.82272122913281
50,27,452.2,1,7.46,11,3,3,26.1,2,2,0,6,0.75,478.3,0,0,-8,0,1.646072374227714
60,47,1842.3,1,6.68,2,14,4,23.56,3,5,9,7,0.26666666666666666,1865.86,360,0,-11,0,0.36239353333695
43,3,499.62,1,43.79,4,3,5,47.72,1,1,5,3,1.25,547.34,20,0,-11,0,8.747153529623267
39,92,280.49,4,53.47,11,5,1,19.68,2,1,11,5,0.16666666666666666,75.0425,66,0,-4,1,18.99534619347046
18,102,62.54,4,43.26,7,6,2,17.98,3,2,7,5,0.2857142857142857,20.13,84,0,-7,1,68.08309726156752
36,14,492.2,2,23.28,11,5,1,42.8,1,1,9,4,0.16666666666666666,267.5,45,0,-3,0,4.7201946472019465
23,25,1511.97,3,40.03,9,4,2,22.27,2,2,2,6,0.4,511.41333333333336,28,0,-6,0,2.6457894075890467
43,49,557.88,6,20.48,11,12,1,38.91,2,1,3,2,0.07692307692307693,99.46499999999999,9,0,-4,0,3.664471800744346
38,23,112.19,5,30.19,7,6,4,36.73,1,1,6,7,0.5714285714285714,29.784,48,0,-9,0,26.67196748829402
22,98,560.38,3,3.37,9,3,2,29.77,2,3,11,6,0.5,196.71666666666667,231,0,-6,1,0.6003063878299904
35,51,151.61,4,8.24,11,11,2,34.98,3,3,3,7,0.16666666666666666,46.6475,72,0,-7,0,5.3993840508485675
62,62,577.56,5,32.7,2,2,0,49.52,3,4,10,5,0.0,125.41599999999998,240,1,2,1,5.651963495575222
32,7,330.03,4,40.74,5,6,2,48.12,1,3,5,6,0.2857142857142857,94.5375,105,0,-5,0,12.307041657855786
37,87,105.56,3,6.11,5,5,2,38.35,2,1,10,5,0.3333333333333333,47.97,60,0,-6,1,5.733858858858859
65,53,438.07,5,20.56,10,2,3,40.28,3,0,6,3,1.0,95.67,0,0,-9,0,4.682624638440339
45,60,138.4,4,7.14,11,8,2,34.64,1,0,7,1,0.2222222222222222,43.260000000000005,0,0,-5,0,5.121951219512195
54,33,213.36,5,48.83,1,5,1,30.73,3,0,11,2,0.16666666666666666,48.818,0,0,-5,0,22.779436462026496
68,92,736.84,4,16.38,3,13,1,39.05,3,6,3,10,0.07142857142857142,193.9725,198,0,-5,1,2.219993494524558
26,20,494.51,5,38.9,1,3,1,33.93,3,1,1,4,0.25,105.68799999999999,5,0,-5,0,7.850497467255958
43,37,225.62,2,47.2,2,13,0,36.32,1,1,6,2,0.0,130.97,18,1,4,0,20.827817491836555
37,2,659.61,3,133.51,2,13,1,51.86,2,2,6,7,0.07142857142857142,237.15666666666667,96,0,-4,0,20.2101088388005
60,95,55.61,2,26.26,3,14,3,20.22,1,2,5,4,0.2,37.915,50,0,-7,1,46.38756403462286
24,35,68.85,1,140.73,9,13,0,43.23,3,0,4,1,0.0,112.07999999999998,0,1,2,0,201.47458840372227
68,88,120.15,2,0.52,8,14,1,62.59,3,0,5,1,0.06666666666666667,91.37,0,0,-5,1,0.4292199752373091
26,54,298.62,4,15.57,7,3,1,47.83,3,0,9,2,0.25,86.6125,0,0,-5,0,5.196582337627661
50,49,266.59,2,18.44,9,6,0,34.51,2,2,2,3,0.0,150.54999999999998,16,1,3,0,6.89113942972458
39,4,346.08,2,27.88,7,4,6,26.5,3,1,11,3,1.2,186.29,44,0,-15,0,8.032730206292497
18,69,383.81,5,3.05,5,10,1,34.43,3,1,10,3,0.09090909090909091,83.648,40,0,-5,1,0.7925989449338634
25,17,181.95,3,23.26,11,10,2,36.43,1,1,1,5,0.18181818181818182,72.79333333333334,6,0,-5,0,12.713856244875652
67,88,468.76,6,19.97,4,8,4,38.39,2,2,11,5,0.4444444444444444,84.52499999999999,132,0,-10,1,4.251106948228882
51,74,551.6,2,16.95,3,12,3,37.63,3,2,8,5,0.23076923076923078,294.615,96,0,-9,1,3.067318132464712
65,51,269.6,6,12.18,1,5,2,34.11,2,1,9,3,0.3333333333333333,50.61833333333334,36,0,-6,0,4.501108647450111
56,78,186.08,1,9.96,9,3,0,45.79,3,4,3,7,0.0,231.87,96,1,2,1,5.323925593329057
42,81,431.58,1,23.33,7,4,3,42.27,3,1,7,5,0.6,473.84999999999997,42,0,-9,1,5.39322206297101
50,19,398.64,1,17.47,1,10,2,40.05,2,2,10,7,0.18181818181818182,438.69,160,0,-6,0,4.371434290861775
26,89,845.79,2,4.21,3,9,2,46.93,2,0,2,2,0.2,446.35999999999996,0,0,-6,1,0.49717167184307803
61,107,293.23,1,3.12,4,5,2,37.16,2,2,9,7,0.3333333333333333,330.39,144,0,-6,1,1.0603949291370696
61,63,333.16,2,20.68,4,5,2,54.76,3,1,3,3,0.3333333333333333,193.96,12,0,-7,1,6.188652142686138
66,57,74.87,2,23.68,8,10,0,34.17,3,0,6,1,0.0,54.52,0,1,2,0,31.211282456834056
34,13,1036.63,6,34.79,6,3,3,45.96,1,0,5,3,0.75,180.4316666666667,0,0,-7,0,3.3528328980465094
28,9,754.71,3,46.16,10,7,0,56.69,1,3,9,4,0.0,270.4666666666667,135,1,4,0,6.1081631842902695
36,5,357.08,2,5.38,8,12,1,59.96,1,3,6,6,0.07692307692307693,208.51999999999998,126,0,-3,0,1.5024575513851655
39,42,58.0,3,7.64,2,2,2,47.46,2,1,2,4,0.6666666666666666,35.153333333333336,10,0,-6,0,12.94915254237288
26,17,273.42,3,26.7,2,7,1,41.2,2,0,6,1,0.125,104.87333333333333,0,0,-4,0,9.729611544348078
27,3,699.7,1,17.16,7,13,4,46.93,1,0,8,4,0.2857142857142857,746.63,0,0,-9,0,2.4489795918367347
42,76,186.9,5,32.75,1,7,5,55.3,1,0,8,2,0.625,48.44,0,0,-11,1,17.42948376796168
38,106,490.3,5,65.72,6,5,1,22.58,2,3,8,5,0.16666666666666666,102.576,144,0,-4,1,13.376755546509262
28,46,489.61,1,17.65,10,14,1,30.82,3,1,3,2,0.06666666666666667,520.4300000000001,9,0,-5,0,3.5975622184627296
37,54,1463.84,5,16.9,7,3,3,26.05,3,2,0,4,0.75,297.97799999999995,0,0,-9,0,1.1537096201632944
29,108,800.38,5,44.6,2,2,3,45.79,2,3,11,5,1.0,169.23399999999998,198,0,-8,1,5.56539968554244
56,20,321.25,4,18.22,3,6,3,62.65,3,1,6,4,0.42857142857142855,95.975,30,0,-9,0,5.653995345228859
67,102,525.26,4,3.34,11,8,3,13.24,1,1,11,3,0.3333333333333333,134.625,44,0,-7,1,0.6346672747311215
32,22,273.73,2,72.29,11,3,0,23.09,1,4,3,6,0.0,148.41,84,1,4,0,26.313107414552473
23,42,746.51,3,11.48,9,9,4,46.99,2,2,9,5,0.4,264.5,108,0,-10,0,1.5357654078206313
34,79,377.55,5,26.08,2,12,4,16.02,2,1,2,5,0.3076923076923077,78.714,12,0,-10,1,6.889446572447497
22,40,437.56,4,22.68,6,12,3,31.6,1,1,11,3,0.23076923076923078,117.29,44,0,-7,0,5.171470266326159
32,55,477.09,3,31.47,5,9,2,50.05,1,3,8,6,0.2,175.71333333333334,168,0,-5,0,6.582442636323704
49,7,94.23,1,21.63,3,7,1,58.3,3,1,11,3,0.125,152.53,44,0,-5,0,22.713430641604536
